Datetime (UTC),Datetime (Local),Capacity factor,Hour,Month,Year,Day
2016-02-19 16:00:00,2016-02-19 17:00:00,0.173,17,2,2016,19
2016-02-19 17:00:00,2016-02-19 18:00:00,0.016,18,2,2016,19
2016-02-19 18:00:00,2016-02-19 19:00:00,0.0,19,2,2016,19
2016-02-19 19:00:00,2016-02-19 20:00:00,0.0,20,2,2016,19
2016-02-19 20:00:00,2016-02-19 21:00:00,0.0,21,2,2016,19
2016-02-19 21:00:00,2016-02-19 22:00:00,0.0,22,2,2016,19
2016-02-19 22:00:00,2016-02-19 23:00:00,0.0,23,2,2016,19
2016-02-19 23:00:00,2016-02-20 00:00:00,0.0,0,2,2016,20
2016-02-20 00:00:00,2016-02-20 01:00:00,0.0,1,2,2016,20
2016-02-20 01:00:00,2016-02-20 02:00:00,0.0,2,2,2016,20
2016-02-20 02:00:00,2016-02-20 03:00:00,0.0,3,2,2016,20
2016-02-20 03:00:00,2016-02-20 04:00:00,0.0,4,2,2016,20
2016-02-20 04:00:00,2016-02-20 05:00:00,0.0,5,2,2016,20
2016-02-20 05:00:00,2016-02-20 06:00:00,0.0,6,2,2016,20
2016-02-20 06:00:00,2016-02-20 07:00:00,0.0,7,2,2016,20
2016-02-20 07:00:00,2016-02-20 08:00:00,0.105,8,2,2016,20
2016-02-20 08:00:00,2016-02-20 09:00:00,0.28,9,2,2016,20
2016-02-20 09:00:00,2016-02-20 10:00:00,0.428,10,2,2016,20
2016-02-20 10:00:00,2016-02-20 11:00:00,0.528,11,2,2016,20
2016-02-20 11:00:00,2016-02-20 12:00:00,0.585,12,2,2016,20
2016-02-20 12:00:00,2016-02-20 13:00:00,0.6,13,2,2016,20
2016-02-20 13:00:00,2016-02-20 14:00:00,0.57,14,2,2016,20
2016-02-20 14:00:00,2016-02-20 15:00:00,0.496,15,2,2016,20
2016-02-20 15:00:00,2016-02-20 16:00:00,0.365,16,2,2016,20
2016-02-20 16:00:00,2016-02-20 17:00:00,0.181,17,2,2016,20
2016-02-20 17:00:00,2016-02-20 18:00:00,0.017,18,2,2016,20
2016-02-20 18:00:00,2016-02-20 19:00:00,0.0,19,2,2016,20
2016-02-20 19:00:00,2016-02-20 20:00:00,0.0,20,2,2016,20
2016-02-20 20:00:00,2016-02-20 21:00:00,0.0,21,2,2016,20
2016-02-20 21:00:00,2016-02-20 22:00:00,0.0,22,2,2016,20
2016-02-20 22:00:00,2016-02-20 23:00:00,0.0,23,2,2016,20
2016-02-20 23:00:00,2016-02-21 00:00:00,0.0,0,2,2016,21
2016-02-21 00:00:00,2016-02-21 01:00:00,0.0,1,2,2016,21
2016-02-21 01:00:00,2016-02-21 02:00:00,0.0,2,2,2016,21
2016-02-21 02:00:00,2016-02-21 03:00:00,0.0,3,2,2016,21
2016-02-21 03:00:00,2016-02-21 04:00:00,0.0,4,2,2016,21
2016-02-21 04:00:00,2016-02-21 05:00:00,0.0,5,2,2016,21
2016-02-21 05:00:00,2016-02-21 06:00:00,0.0,6,2,2016,21
2016-02-21 06:00:00,2016-02-21 07:00:00,0.001,7,2,2016,21
2016-02-21 07:00:00,2016-02-21 08:00:00,0.095,8,2,2016,21
2016-02-21 08:00:00,2016-02-21 09:00:00,0.276,9,2,2016,21
2016-02-21 09:00:00,2016-02-21 10:00:00,0.444,10,2,2016,21
2016-02-21 10:00:00,2016-02-21 11:00:00,0.559,11,2,2016,21
2016-02-21 11:00:00,2016-02-21 12:00:00,0.619,12,2,2016,21
2016-02-21 12:00:00,2016-02-21 13:00:00,0.629,13,2,2016,21
2016-02-21 13:00:00,2016-02-21 14:00:00,0.584,14,2,2016,21
2016-02-21 14:00:00,2016-02-21 15:00:00,0.488,15,2,2016,21
2016-02-21 15:00:00,2016-02-21 16:00:00,0.336,16,2,2016,21
2016-02-21 16:00:00,2016-02-21 17:00:00,0.15,17,2,2016,21
2016-02-21 17:00:00,2016-02-21 18:00:00,0.012,18,2,2016,21
2016-02-21 18:00:00,2016-02-21 19:00:00,0.0,19,2,2016,21
2016-02-21 19:00:00,2016-02-21 20:00:00,0.0,20,2,2016,21
2016-02-21 20:00:00,2016-02-21 21:00:00,0.0,21,2,2016,21
2016-02-21 21:00:00,2016-02-21 22:00:00,0.0,22,2,2016,21
2016-02-21 22:00:00,2016-02-21 23:00:00,0.0,23,2,2016,21
2016-02-21 23:00:00,2016-02-22 00:00:00,0.0,0,2,2016,22
2016-02-22 00:00:00,2016-02-22 01:00:00,0.0,1,2,2016,22
2016-02-22 01:00:00,2016-02-22 02:00:00,0.0,2,2,2016,22
2016-02-22 02:00:00,2016-02-22 03:00:00,0.0,3,2,2016,22
2016-02-22 03:00:00,2016-02-22 04:00:00,0.0,4,2,2016,22
2016-02-22 04:00:00,2016-02-22 05:00:00,0.0,5,2,2016,22
2016-02-22 05:00:00,2016-02-22 06:00:00,0.0,6,2,2016,22
2016-02-22 06:00:00,2016-02-22 07:00:00,0.0,7,2,2016,22
2016-02-22 07:00:00,2016-02-22 08:00:00,0.072,8,2,2016,22
2016-02-22 08:00:00,2016-02-22 09:00:00,0.243,9,2,2016,22
2016-02-22 09:00:00,2016-02-22 10:00:00,0.391,10,2,2016,22
2016-02-22 10:00:00,2016-02-22 11:00:00,0.494,11,2,2016,22
2016-02-22 11:00:00,2016-02-22 12:00:00,0.559,12,2,2016,22
2016-02-22 12:00:00,2016-02-22 13:00:00,0.581,13,2,2016,22
2016-02-22 13:00:00,2016-02-22 14:00:00,0.55,14,2,2016,22
2016-02-22 14:00:00,2016-02-22 15:00:00,0.461,15,2,2016,22
2016-02-22 15:00:00,2016-02-22 16:00:00,0.316,16,2,2016,22
2016-02-22 16:00:00,2016-02-22 17:00:00,0.14,17,2,2016,22
2016-02-22 17:00:00,2016-02-22 18:00:00,0.012,18,2,2016,22
2016-02-22 18:00:00,2016-02-22 19:00:00,0.0,19,2,2016,22
2016-02-22 19:00:00,2016-02-22 20:00:00,0.0,20,2,2016,22
2016-02-22 20:00:00,2016-02-22 21:00:00,0.0,21,2,2016,22
2016-02-22 21:00:00,2016-02-22 22:00:00,0.0,22,2,2016,22
2016-02-22 22:00:00,2016-02-22 23:00:00,0.0,23,2,2016,22
2016-02-22 23:00:00,2016-02-23 00:00:00,0.0,0,2,2016,23
2016-02-23 00:00:00,2016-02-23 01:00:00,0.0,1,2,2016,23
2016-02-23 01:00:00,2016-02-23 02:00:00,0.0,2,2,2016,23
2016-02-23 02:00:00,2016-02-23 03:00:00,0.0,3,2,2016,23
2016-02-23 03:00:00,2016-02-23 04:00:00,0.0,4,2,2016,23
2016-02-23 04:00:00,2016-02-23 05:00:00,0.0,5,2,2016,23
2016-02-23 05:00:00,2016-02-23 06:00:00,0.0,6,2,2016,23
2016-02-23 06:00:00,2016-02-23 07:00:00,0.0,7,2,2016,23
2016-02-23 07:00:00,2016-02-23 08:00:00,0.07,8,2,2016,23
2016-02-23 08:00:00,2016-02-23 09:00:00,0.194,9,2,2016,23
2016-02-23 09:00:00,2016-02-23 10:00:00,0.343,10,2,2016,23
2016-02-23 10:00:00,2016-02-23 11:00:00,0.503,11,2,2016,23
2016-02-23 11:00:00,2016-02-23 12:00:00,0.603,12,2,2016,23
2016-02-23 12:00:00,2016-02-23 13:00:00,0.618,13,2,2016,23
2016-02-23 13:00:00,2016-02-23 14:00:00,0.576,14,2,2016,23
2016-02-23 14:00:00,2016-02-23 15:00:00,0.482,15,2,2016,23
2016-02-23 15:00:00,2016-02-23 16:00:00,0.339,16,2,2016,23
2016-02-23 16:00:00,2016-02-23 17:00:00,0.162,17,2,2016,23
2016-02-23 17:00:00,2016-02-23 18:00:00,0.017,18,2,2016,23
2016-02-23 18:00:00,2016-02-23 19:00:00,0.0,19,2,2016,23
2016-02-23 19:00:00,2016-02-23 20:00:00,0.0,20,2,2016,23
2016-02-23 20:00:00,2016-02-23 21:00:00,0.0,21,2,2016,23
2016-02-23 21:00:00,2016-02-23 22:00:00,0.0,22,2,2016,23
2016-02-23 22:00:00,2016-02-23 23:00:00,0.0,23,2,2016,23
2016-02-23 23:00:00,2016-02-24 00:00:00,0.0,0,2,2016,24
2016-02-24 00:00:00,2016-02-24 01:00:00,0.0,1,2,2016,24
2016-02-24 01:00:00,2016-02-24 02:00:00,0.0,2,2,2016,24
2016-02-24 02:00:00,2016-02-24 03:00:00,0.0,3,2,2016,24
2016-02-24 03:00:00,2016-02-24 04:00:00,0.0,4,2,2016,24
2016-02-24 04:00:00,2016-02-24 05:00:00,0.0,5,2,2016,24
2016-02-24 05:00:00,2016-02-24 06:00:00,0.0,6,2,2016,24
2016-02-24 06:00:00,2016-02-24 07:00:00,0.0,7,2,2016,24
2016-02-24 07:00:00,2016-02-24 08:00:00,0.039,8,2,2016,24
2016-02-24 08:00:00,2016-02-24 09:00:00,0.125,9,2,2016,24
2016-02-24 09:00:00,2016-02-24 10:00:00,0.236,10,2,2016,24
2016-02-24 10:00:00,2016-02-24 11:00:00,0.346,11,2,2016,24
2016-02-24 11:00:00,2016-02-24 12:00:00,0.44,12,2,2016,24
2016-02-24 12:00:00,2016-02-24 13:00:00,0.478,13,2,2016,24
2016-02-24 13:00:00,2016-02-24 14:00:00,0.454,14,2,2016,24
2016-02-24 14:00:00,2016-02-24 15:00:00,0.38,15,2,2016,24
2016-02-24 15:00:00,2016-02-24 16:00:00,0.257,16,2,2016,24
2016-02-24 16:00:00,2016-02-24 17:00:00,0.112,17,2,2016,24
2016-02-24 17:00:00,2016-02-24 18:00:00,0.009,18,2,2016,24
2016-02-24 18:00:00,2016-02-24 19:00:00,0.0,19,2,2016,24
2016-02-24 19:00:00,2016-02-24 20:00:00,0.0,20,2,2016,24
2016-02-24 20:00:00,2016-02-24 21:00:00,0.0,21,2,2016,24
2016-02-24 21:00:00,2016-02-24 22:00:00,0.0,22,2,2016,24
2016-02-24 22:00:00,2016-02-24 23:00:00,0.0,23,2,2016,24
2016-02-24 23:00:00,2016-02-25 00:00:00,0.0,0,2,2016,25
2016-02-25 00:00:00,2016-02-25 01:00:00,0.0,1,2,2016,25
2016-02-25 01:00:00,2016-02-25 02:00:00,0.0,2,2,2016,25
2016-02-25 02:00:00,2016-02-25 03:00:00,0.0,3,2,2016,25
2016-02-25 03:00:00,2016-02-25 04:00:00,0.0,4,2,2016,25
2016-02-25 04:00:00,2016-02-25 05:00:00,0.0,5,2,2016,25
2016-02-25 05:00:00,2016-02-25 06:00:00,0.0,6,2,2016,25
2016-02-25 06:00:00,2016-02-25 07:00:00,0.0,7,2,2016,25
2016-02-25 07:00:00,2016-02-25 08:00:00,0.046,8,2,2016,25
2016-02-25 08:00:00,2016-02-25 09:00:00,0.159,9,2,2016,25
2016-02-25 09:00:00,2016-02-25 10:00:00,0.327,10,2,2016,25
2016-02-25 10:00:00,2016-02-25 11:00:00,0.476,11,2,2016,25
2016-02-25 11:00:00,2016-02-25 12:00:00,0.564,12,2,2016,25
2016-02-25 12:00:00,2016-02-25 13:00:00,0.59,13,2,2016,25
2016-02-25 13:00:00,2016-02-25 14:00:00,0.554,14,2,2016,25
2016-02-25 14:00:00,2016-02-25 15:00:00,0.467,15,2,2016,25
2016-02-25 15:00:00,2016-02-25 16:00:00,0.334,16,2,2016,25
2016-02-25 16:00:00,2016-02-25 17:00:00,0.164,17,2,2016,25
2016-02-25 17:00:00,2016-02-25 18:00:00,0.019,18,2,2016,25
2016-02-25 18:00:00,2016-02-25 19:00:00,0.0,19,2,2016,25
2016-02-25 19:00:00,2016-02-25 20:00:00,0.0,20,2,2016,25
2016-02-25 20:00:00,2016-02-25 21:00:00,0.0,21,2,2016,25
2016-02-25 21:00:00,2016-02-25 22:00:00,0.0,22,2,2016,25
2016-02-25 22:00:00,2016-02-25 23:00:00,0.0,23,2,2016,25
2016-02-25 23:00:00,2016-02-26 00:00:00,0.0,0,2,2016,26
2016-02-26 00:00:00,2016-02-26 01:00:00,0.0,1,2,2016,26
2016-02-26 01:00:00,2016-02-26 02:00:00,0.0,2,2,2016,26
2016-02-26 02:00:00,2016-02-26 03:00:00,0.0,3,2,2016,26
2016-02-26 03:00:00,2016-02-26 04:00:00,0.0,4,2,2016,26
2016-02-26 04:00:00,2016-02-26 05:00:00,0.0,5,2,2016,26
2016-02-26 05:00:00,2016-02-26 06:00:00,0.0,6,2,2016,26
2016-02-26 06:00:00,2016-02-26 07:00:00,0.001,7,2,2016,26
2016-02-26 07:00:00,2016-02-26 08:00:00,0.035,8,2,2016,26
2016-02-26 08:00:00,2016-02-26 09:00:00,0.101,9,2,2016,26
2016-02-26 09:00:00,2016-02-26 10:00:00,0.186,10,2,2016,26
2016-02-26 10:00:00,2016-02-26 11:00:00,0.249,11,2,2016,26
2016-02-26 11:00:00,2016-02-26 12:00:00,0.272,12,2,2016,26
2016-02-26 12:00:00,2016-02-26 13:00:00,0.268,13,2,2016,26
2016-02-26 13:00:00,2016-02-26 14:00:00,0.235,14,2,2016,26
2016-02-26 14:00:00,2016-02-26 15:00:00,0.17,15,2,2016,26
2016-02-26 15:00:00,2016-02-26 16:00:00,0.098,16,2,2016,26
2016-02-26 16:00:00,2016-02-26 17:00:00,0.036,17,2,2016,26
2016-02-26 17:00:00,2016-02-26 18:00:00,0.002,18,2,2016,26
2016-02-26 18:00:00,2016-02-26 19:00:00,0.0,19,2,2016,26
2016-02-26 19:00:00,2016-02-26 20:00:00,0.0,20,2,2016,26
2016-02-26 20:00:00,2016-02-26 21:00:00,0.0,21,2,2016,26
2016-02-26 21:00:00,2016-02-26 22:00:00,0.0,22,2,2016,26
2016-02-26 22:00:00,2016-02-26 23:00:00,0.0,23,2,2016,26
2016-02-26 23:00:00,2016-02-27 00:00:00,0.0,0,2,2016,27
2016-02-27 00:00:00,2016-02-27 01:00:00,0.0,1,2,2016,27
2016-02-27 01:00:00,2016-02-27 02:00:00,0.0,2,2,2016,27
2016-02-27 02:00:00,2016-02-27 03:00:00,0.0,3,2,2016,27
2016-02-27 03:00:00,2016-02-27 04:00:00,0.0,4,2,2016,27
2016-02-27 04:00:00,2016-02-27 05:00:00,0.0,5,2,2016,27
2016-02-27 05:00:00,2016-02-27 06:00:00,0.0,6,2,2016,27
2016-02-27 06:00:00,2016-02-27 07:00:00,0.0,7,2,2016,27
2016-02-27 07:00:00,2016-02-27 08:00:00,0.029,8,2,2016,27
2016-02-27 08:00:00,2016-02-27 09:00:00,0.11,9,2,2016,27
2016-02-27 09:00:00,2016-02-27 10:00:00,0.22,10,2,2016,27
2016-02-27 10:00:00,2016-02-27 11:00:00,0.305,11,2,2016,27
2016-02-27 11:00:00,2016-02-27 12:00:00,0.338,12,2,2016,27
2016-02-27 12:00:00,2016-02-27 13:00:00,0.333,13,2,2016,27
2016-02-27 13:00:00,2016-02-27 14:00:00,0.304,14,2,2016,27
2016-02-27 14:00:00,2016-02-27 15:00:00,0.25,15,2,2016,27
2016-02-27 15:00:00,2016-02-27 16:00:00,0.172,16,2,2016,27
2016-02-27 16:00:00,2016-02-27 17:00:00,0.08,17,2,2016,27
2016-02-27 17:00:00,2016-02-27 18:00:00,0.009,18,2,2016,27
2016-02-27 18:00:00,2016-02-27 19:00:00,0.0,19,2,2016,27
2016-02-27 19:00:00,2016-02-27 20:00:00,0.0,20,2,2016,27
2016-02-27 20:00:00,2016-02-27 21:00:00,0.0,21,2,2016,27
2016-02-27 21:00:00,2016-02-27 22:00:00,0.0,22,2,2016,27
2016-02-27 22:00:00,2016-02-27 23:00:00,0.0,23,2,2016,27
2016-02-27 23:00:00,2016-02-28 00:00:00,0.0,0,2,2016,28
2016-02-28 00:00:00,2016-02-28 01:00:00,0.0,1,2,2016,28
2016-02-28 01:00:00,2016-02-28 02:00:00,0.0,2,2,2016,28
2016-02-28 02:00:00,2016-02-28 03:00:00,0.0,3,2,2016,28
2016-02-28 03:00:00,2016-02-28 04:00:00,0.0,4,2,2016,28
2016-02-28 04:00:00,2016-02-28 05:00:00,0.0,5,2,2016,28
2016-02-28 05:00:00,2016-02-28 06:00:00,0.0,6,2,2016,28
2016-02-28 06:00:00,2016-02-28 07:00:00,0.001,7,2,2016,28
2016-02-28 07:00:00,2016-02-28 08:00:00,0.062,8,2,2016,28
2016-02-28 08:00:00,2016-02-28 09:00:00,0.2,9,2,2016,28
2016-02-28 09:00:00,2016-02-28 10:00:00,0.355,10,2,2016,28
2016-02-28 10:00:00,2016-02-28 11:00:00,0.473,11,2,2016,28
2016-02-28 11:00:00,2016-02-28 12:00:00,0.528,12,2,2016,28
2016-02-28 12:00:00,2016-02-28 13:00:00,0.527,13,2,2016,28
2016-02-28 13:00:00,2016-02-28 14:00:00,0.47,14,2,2016,28
2016-02-28 14:00:00,2016-02-28 15:00:00,0.375,15,2,2016,28
2016-02-28 15:00:00,2016-02-28 16:00:00,0.256,16,2,2016,28
2016-02-28 16:00:00,2016-02-28 17:00:00,0.12,17,2,2016,28
2016-02-28 17:00:00,2016-02-28 18:00:00,0.015,18,2,2016,28
2016-02-28 18:00:00,2016-02-28 19:00:00,0.0,19,2,2016,28
2016-02-28 19:00:00,2016-02-28 20:00:00,0.0,20,2,2016,28
2016-02-28 20:00:00,2016-02-28 21:00:00,0.0,21,2,2016,28
2016-02-28 21:00:00,2016-02-28 22:00:00,0.0,22,2,2016,28
2016-02-28 22:00:00,2016-02-28 23:00:00,0.0,23,2,2016,28
2016-02-29 23:00:00,2016-03-01 00:00:00,0.0,0,3,2016,1
2016-03-01 00:00:00,2016-03-01 01:00:00,0.0,1,3,2016,1
2016-03-01 01:00:00,2016-03-01 02:00:00,0.0,2,3,2016,1
2016-03-01 02:00:00,2016-03-01 03:00:00,0.0,3,3,2016,1
2016-03-01 03:00:00,2016-03-01 04:00:00,0.0,4,3,2016,1
2016-03-01 04:00:00,2016-03-01 05:00:00,0.0,5,3,2016,1
2016-03-01 05:00:00,2016-03-01 06:00:00,0.0,6,3,2016,1
2016-03-01 06:00:00,2016-03-01 07:00:00,0.004,7,3,2016,1
2016-03-01 07:00:00,2016-03-01 08:00:00,0.169,8,3,2016,1
2016-03-01 08:00:00,2016-03-01 09:00:00,0.365,9,3,2016,1
2016-03-01 09:00:00,2016-03-01 10:00:00,0.516,10,3,2016,1
2016-03-01 10:00:00,2016-03-01 11:00:00,0.62,11,3,2016,1
2016-03-01 11:00:00,2016-03-01 12:00:00,0.672,12,3,2016,1
2016-03-01 12:00:00,2016-03-01 13:00:00,0.672,13,3,2016,1
2016-03-01 13:00:00,2016-03-01 14:00:00,0.626,14,3,2016,1
2016-03-01 14:00:00,2016-03-01 15:00:00,0.532,15,3,2016,1
2016-03-01 15:00:00,2016-03-01 16:00:00,0.391,16,3,2016,1
2016-03-01 16:00:00,2016-03-01 17:00:00,0.211,17,3,2016,1
2016-03-01 17:00:00,2016-03-01 18:00:00,0.04,18,3,2016,1
2016-03-01 18:00:00,2016-03-01 19:00:00,0.0,19,3,2016,1
2016-03-01 19:00:00,2016-03-01 20:00:00,0.0,20,3,2016,1
2016-03-01 20:00:00,2016-03-01 21:00:00,0.0,21,3,2016,1
2016-03-01 21:00:00,2016-03-01 22:00:00,0.0,22,3,2016,1
2016-03-01 22:00:00,2016-03-01 23:00:00,0.0,23,3,2016,1
2016-03-01 23:00:00,2016-03-02 00:00:00,0.0,0,3,2016,2
2016-03-02 00:00:00,2016-03-02 01:00:00,0.0,1,3,2016,2
2016-03-02 01:00:00,2016-03-02 02:00:00,0.0,2,3,2016,2
2016-03-02 02:00:00,2016-03-02 03:00:00,0.0,3,3,2016,2
2016-03-02 03:00:00,2016-03-02 04:00:00,0.0,4,3,2016,2
2016-03-02 04:00:00,2016-03-02 05:00:00,0.0,5,3,2016,2
2016-03-02 05:00:00,2016-03-02 06:00:00,0.0,6,3,2016,2
2016-03-02 06:00:00,2016-03-02 07:00:00,0.003,7,3,2016,2
2016-03-02 07:00:00,2016-03-02 08:00:00,0.095,8,3,2016,2
2016-03-02 08:00:00,2016-03-02 09:00:00,0.221,9,3,2016,2
2016-03-02 09:00:00,2016-03-02 10:00:00,0.346,10,3,2016,2
2016-03-02 10:00:00,2016-03-02 11:00:00,0.455,11,3,2016,2
2016-03-02 11:00:00,2016-03-02 12:00:00,0.537,12,3,2016,2
2016-03-02 12:00:00,2016-03-02 13:00:00,0.57,13,3,2016,2
2016-03-02 13:00:00,2016-03-02 14:00:00,0.544,14,3,2016,2
2016-03-02 14:00:00,2016-03-02 15:00:00,0.469,15,3,2016,2
2016-03-02 15:00:00,2016-03-02 16:00:00,0.342,16,3,2016,2
2016-03-02 16:00:00,2016-03-02 17:00:00,0.182,17,3,2016,2
2016-03-02 17:00:00,2016-03-02 18:00:00,0.032,18,3,2016,2
2016-03-02 18:00:00,2016-03-02 19:00:00,0.0,19,3,2016,2
2016-03-02 19:00:00,2016-03-02 20:00:00,0.0,20,3,2016,2
2016-03-02 20:00:00,2016-03-02 21:00:00,0.0,21,3,2016,2
2016-03-02 21:00:00,2016-03-02 22:00:00,0.0,22,3,2016,2
2016-03-02 22:00:00,2016-03-02 23:00:00,0.0,23,3,2016,2
2016-03-02 23:00:00,2016-03-03 00:00:00,0.0,0,3,2016,3
2016-03-03 00:00:00,2016-03-03 01:00:00,0.0,1,3,2016,3
2016-03-03 01:00:00,2016-03-03 02:00:00,0.0,2,3,2016,3
2016-03-03 02:00:00,2016-03-03 03:00:00,0.0,3,3,2016,3
2016-03-03 03:00:00,2016-03-03 04:00:00,0.0,4,3,2016,3
2016-03-03 04:00:00,2016-03-03 05:00:00,0.0,5,3,2016,3
2016-03-03 05:00:00,2016-03-03 06:00:00,0.0,6,3,2016,3
2016-03-03 06:00:00,2016-03-03 07:00:00,0.003,7,3,2016,3
2016-03-03 07:00:00,2016-03-03 08:00:00,0.098,8,3,2016,3
2016-03-03 08:00:00,2016-03-03 09:00:00,0.282,9,3,2016,3
2016-03-03 09:00:00,2016-03-03 10:00:00,0.449,10,3,2016,3
2016-03-03 10:00:00,2016-03-03 11:00:00,0.563,11,3,2016,3
2016-03-03 11:00:00,2016-03-03 12:00:00,0.621,12,3,2016,3
2016-03-03 12:00:00,2016-03-03 13:00:00,0.628,13,3,2016,3
2016-03-03 13:00:00,2016-03-03 14:00:00,0.588,14,3,2016,3
2016-03-03 14:00:00,2016-03-03 15:00:00,0.501,15,3,2016,3
2016-03-03 15:00:00,2016-03-03 16:00:00,0.367,16,3,2016,3
2016-03-03 16:00:00,2016-03-03 17:00:00,0.202,17,3,2016,3
2016-03-03 17:00:00,2016-03-03 18:00:00,0.039,18,3,2016,3
2016-03-03 18:00:00,2016-03-03 19:00:00,0.0,19,3,2016,3
2016-03-03 19:00:00,2016-03-03 20:00:00,0.0,20,3,2016,3
2016-03-03 20:00:00,2016-03-03 21:00:00,0.0,21,3,2016,3
2016-03-03 21:00:00,2016-03-03 22:00:00,0.0,22,3,2016,3
2016-03-03 22:00:00,2016-03-03 23:00:00,0.0,23,3,2016,3
2016-03-03 23:00:00,2016-03-04 00:00:00,0.0,0,3,2016,4
2016-03-04 00:00:00,2016-03-04 01:00:00,0.0,1,3,2016,4
2016-03-04 01:00:00,2016-03-04 02:00:00,0.0,2,3,2016,4
2016-03-04 02:00:00,2016-03-04 03:00:00,0.0,3,3,2016,4
2016-03-04 03:00:00,2016-03-04 04:00:00,0.0,4,3,2016,4
2016-03-04 04:00:00,2016-03-04 05:00:00,0.0,5,3,2016,4
2016-03-04 05:00:00,2016-03-04 06:00:00,0.0,6,3,2016,4
2016-03-04 06:00:00,2016-03-04 07:00:00,0.005,7,3,2016,4
2016-03-04 07:00:00,2016-03-04 08:00:00,0.102,8,3,2016,4
2016-03-04 08:00:00,2016-03-04 09:00:00,0.236,9,3,2016,4
2016-03-04 09:00:00,2016-03-04 10:00:00,0.375,10,3,2016,4
2016-03-04 10:00:00,2016-03-04 11:00:00,0.471,11,3,2016,4
2016-03-04 11:00:00,2016-03-04 12:00:00,0.522,12,3,2016,4
2016-03-04 12:00:00,2016-03-04 13:00:00,0.534,13,3,2016,4
2016-03-04 13:00:00,2016-03-04 14:00:00,0.507,14,3,2016,4
2016-03-04 14:00:00,2016-03-04 15:00:00,0.428,15,3,2016,4
2016-03-04 15:00:00,2016-03-04 16:00:00,0.303,16,3,2016,4
2016-03-04 16:00:00,2016-03-04 17:00:00,0.153,17,3,2016,4
2016-03-04 17:00:00,2016-03-04 18:00:00,0.025,18,3,2016,4
2016-03-04 18:00:00,2016-03-04 19:00:00,0.0,19,3,2016,4
2016-03-04 19:00:00,2016-03-04 20:00:00,0.0,20,3,2016,4
2016-03-04 20:00:00,2016-03-04 21:00:00,0.0,21,3,2016,4
2016-03-04 21:00:00,2016-03-04 22:00:00,0.0,22,3,2016,4
2016-03-04 22:00:00,2016-03-04 23:00:00,0.0,23,3,2016,4
2016-03-04 23:00:00,2016-03-05 00:00:00,0.0,0,3,2016,5
2016-03-05 00:00:00,2016-03-05 01:00:00,0.0,1,3,2016,5
2016-03-05 01:00:00,2016-03-05 02:00:00,0.0,2,3,2016,5
2016-03-05 02:00:00,2016-03-05 03:00:00,0.0,3,3,2016,5
2016-03-05 03:00:00,2016-03-05 04:00:00,0.0,4,3,2016,5
2016-03-05 04:00:00,2016-03-05 05:00:00,0.0,5,3,2016,5
2016-03-05 05:00:00,2016-03-05 06:00:00,0.0,6,3,2016,5
2016-03-05 06:00:00,2016-03-05 07:00:00,0.004,7,3,2016,5
2016-03-05 07:00:00,2016-03-05 08:00:00,0.096,8,3,2016,5
2016-03-05 08:00:00,2016-03-05 09:00:00,0.258,9,3,2016,5
2016-03-05 09:00:00,2016-03-05 10:00:00,0.402,10,3,2016,5
2016-03-05 10:00:00,2016-03-05 11:00:00,0.496,11,3,2016,5
2016-03-05 11:00:00,2016-03-05 12:00:00,0.529,12,3,2016,5
2016-03-05 12:00:00,2016-03-05 13:00:00,0.512,13,3,2016,5
2016-03-05 13:00:00,2016-03-05 14:00:00,0.449,14,3,2016,5
2016-03-05 14:00:00,2016-03-05 15:00:00,0.357,15,3,2016,5
2016-03-05 15:00:00,2016-03-05 16:00:00,0.244,16,3,2016,5
2016-03-05 16:00:00,2016-03-05 17:00:00,0.124,17,3,2016,5
2016-03-05 17:00:00,2016-03-05 18:00:00,0.021,18,3,2016,5
2016-03-05 18:00:00,2016-03-05 19:00:00,0.0,19,3,2016,5
2016-03-05 19:00:00,2016-03-05 20:00:00,0.0,20,3,2016,5
2016-03-05 20:00:00,2016-03-05 21:00:00,0.0,21,3,2016,5
2016-03-05 21:00:00,2016-03-05 22:00:00,0.0,22,3,2016,5
2016-03-05 22:00:00,2016-03-05 23:00:00,0.0,23,3,2016,5
2016-03-05 23:00:00,2016-03-06 00:00:00,0.0,0,3,2016,6
2016-03-06 00:00:00,2016-03-06 01:00:00,0.0,1,3,2016,6
2016-03-06 01:00:00,2016-03-06 02:00:00,0.0,2,3,2016,6
2016-03-06 02:00:00,2016-03-06 03:00:00,0.0,3,3,2016,6
2016-03-06 03:00:00,2016-03-06 04:00:00,0.0,4,3,2016,6
2016-03-06 04:00:00,2016-03-06 05:00:00,0.0,5,3,2016,6
2016-03-06 05:00:00,2016-03-06 06:00:00,0.0,6,3,2016,6
2016-03-06 06:00:00,2016-03-06 07:00:00,0.003,7,3,2016,6
2016-03-06 07:00:00,2016-03-06 08:00:00,0.082,8,3,2016,6
2016-03-06 08:00:00,2016-03-06 09:00:00,0.245,9,3,2016,6
2016-03-06 09:00:00,2016-03-06 10:00:00,0.388,10,3,2016,6
2016-03-06 10:00:00,2016-03-06 11:00:00,0.479,11,3,2016,6
2016-03-06 11:00:00,2016-03-06 12:00:00,0.524,12,3,2016,6
2016-03-06 12:00:00,2016-03-06 13:00:00,0.526,13,3,2016,6
2016-03-06 13:00:00,2016-03-06 14:00:00,0.495,14,3,2016,6
