Datetime (UTC),Datetime (Local),Capacity factor,Hour,Month,Year,Day
2016-07-05 12:00:00,2016-07-05 13:00:00,0.643,13,7,2016,5
2016-07-05 13:00:00,2016-07-05 14:00:00,0.599,14,7,2016,5
2016-07-05 14:00:00,2016-07-05 15:00:00,0.526,15,7,2016,5
2016-07-05 15:00:00,2016-07-05 16:00:00,0.423,16,7,2016,5
2016-07-05 16:00:00,2016-07-05 17:00:00,0.299,17,7,2016,5
2016-07-05 17:00:00,2016-07-05 18:00:00,0.169,18,7,2016,5
2016-07-05 18:00:00,2016-07-05 19:00:00,0.06,19,7,2016,5
2016-07-05 19:00:00,2016-07-05 20:00:00,0.003,20,7,2016,5
2016-07-05 20:00:00,2016-07-05 21:00:00,0.0,21,7,2016,5
2016-07-05 21:00:00,2016-07-05 22:00:00,0.0,22,7,2016,5
2016-07-05 22:00:00,2016-07-05 23:00:00,0.0,23,7,2016,5
2016-07-05 23:00:00,2016-07-06 00:00:00,0.0,0,7,2016,6
2016-07-06 00:00:00,2016-07-06 01:00:00,0.0,1,7,2016,6
2016-07-06 01:00:00,2016-07-06 02:00:00,0.0,2,7,2016,6
2016-07-06 02:00:00,2016-07-06 03:00:00,0.0,3,7,2016,6
2016-07-06 03:00:00,2016-07-06 04:00:00,0.0,4,7,2016,6
2016-07-06 04:00:00,2016-07-06 05:00:00,0.0,5,7,2016,6
2016-07-06 05:00:00,2016-07-06 06:00:00,0.027,6,7,2016,6
2016-07-06 06:00:00,2016-07-06 07:00:00,0.135,7,7,2016,6
2016-07-06 07:00:00,2016-07-06 08:00:00,0.28,8,7,2016,6
2016-07-06 08:00:00,2016-07-06 09:00:00,0.412,9,7,2016,6
2016-07-06 09:00:00,2016-07-06 10:00:00,0.515,10,7,2016,6
2016-07-06 10:00:00,2016-07-06 11:00:00,0.586,11,7,2016,6
2016-07-06 11:00:00,2016-07-06 12:00:00,0.616,12,7,2016,6
2016-07-06 12:00:00,2016-07-06 13:00:00,0.603,13,7,2016,6
2016-07-06 13:00:00,2016-07-06 14:00:00,0.543,14,7,2016,6
2016-07-06 14:00:00,2016-07-06 15:00:00,0.466,15,7,2016,6
2016-07-06 15:00:00,2016-07-06 16:00:00,0.372,16,7,2016,6
2016-07-06 16:00:00,2016-07-06 17:00:00,0.263,17,7,2016,6
2016-07-06 17:00:00,2016-07-06 18:00:00,0.15,18,7,2016,6
2016-07-06 18:00:00,2016-07-06 19:00:00,0.053,19,7,2016,6
2016-07-06 19:00:00,2016-07-06 20:00:00,0.002,20,7,2016,6
2016-07-06 20:00:00,2016-07-06 21:00:00,0.0,21,7,2016,6
2016-07-06 21:00:00,2016-07-06 22:00:00,0.0,22,7,2016,6
2016-07-06 22:00:00,2016-07-06 23:00:00,0.0,23,7,2016,6
2016-07-06 23:00:00,2016-07-07 00:00:00,0.0,0,7,2016,7
2016-07-07 00:00:00,2016-07-07 01:00:00,0.0,1,7,2016,7
2016-07-07 01:00:00,2016-07-07 02:00:00,0.0,2,7,2016,7
2016-07-07 02:00:00,2016-07-07 03:00:00,0.0,3,7,2016,7
2016-07-07 03:00:00,2016-07-07 04:00:00,0.0,4,7,2016,7
2016-07-07 04:00:00,2016-07-07 05:00:00,0.0,5,7,2016,7
2016-07-07 05:00:00,2016-07-07 06:00:00,0.024,6,7,2016,7
2016-07-07 06:00:00,2016-07-07 07:00:00,0.113,7,7,2016,7
2016-07-07 07:00:00,2016-07-07 08:00:00,0.224,8,7,2016,7
2016-07-07 08:00:00,2016-07-07 09:00:00,0.319,9,7,2016,7
2016-07-07 09:00:00,2016-07-07 10:00:00,0.394,10,7,2016,7
2016-07-07 10:00:00,2016-07-07 11:00:00,0.446,11,7,2016,7
2016-07-07 11:00:00,2016-07-07 12:00:00,0.477,12,7,2016,7
2016-07-07 12:00:00,2016-07-07 13:00:00,0.463,13,7,2016,7
2016-07-07 13:00:00,2016-07-07 14:00:00,0.42,14,7,2016,7
2016-07-07 14:00:00,2016-07-07 15:00:00,0.358,15,7,2016,7
2016-07-07 15:00:00,2016-07-07 16:00:00,0.287,16,7,2016,7
2016-07-07 16:00:00,2016-07-07 17:00:00,0.208,17,7,2016,7
2016-07-07 17:00:00,2016-07-07 18:00:00,0.118,18,7,2016,7
2016-07-07 18:00:00,2016-07-07 19:00:00,0.044,19,7,2016,7
2016-07-07 19:00:00,2016-07-07 20:00:00,0.003,20,7,2016,7
2016-07-07 20:00:00,2016-07-07 21:00:00,0.0,21,7,2016,7
2016-07-07 21:00:00,2016-07-07 22:00:00,0.0,22,7,2016,7
2016-07-07 22:00:00,2016-07-07 23:00:00,0.0,23,7,2016,7
2016-07-07 23:00:00,2016-07-08 00:00:00,0.0,0,7,2016,8
2016-07-08 00:00:00,2016-07-08 01:00:00,0.0,1,7,2016,8
2016-07-08 01:00:00,2016-07-08 02:00:00,0.0,2,7,2016,8
2016-07-08 02:00:00,2016-07-08 03:00:00,0.0,3,7,2016,8
2016-07-08 03:00:00,2016-07-08 04:00:00,0.0,4,7,2016,8
2016-07-08 04:00:00,2016-07-08 05:00:00,0.0,5,7,2016,8
2016-07-08 05:00:00,2016-07-08 06:00:00,0.022,6,7,2016,8
2016-07-08 06:00:00,2016-07-08 07:00:00,0.123,7,7,2016,8
2016-07-08 07:00:00,2016-07-08 08:00:00,0.265,8,7,2016,8
2016-07-08 08:00:00,2016-07-08 09:00:00,0.404,9,7,2016,8
2016-07-08 09:00:00,2016-07-08 10:00:00,0.518,10,7,2016,8
2016-07-08 10:00:00,2016-07-08 11:00:00,0.601,11,7,2016,8
2016-07-08 11:00:00,2016-07-08 12:00:00,0.642,12,7,2016,8
2016-07-08 12:00:00,2016-07-08 13:00:00,0.651,13,7,2016,8
2016-07-08 13:00:00,2016-07-08 14:00:00,0.616,14,7,2016,8
2016-07-08 14:00:00,2016-07-08 15:00:00,0.545,15,7,2016,8
2016-07-08 15:00:00,2016-07-08 16:00:00,0.441,16,7,2016,8
2016-07-08 16:00:00,2016-07-08 17:00:00,0.316,17,7,2016,8
2016-07-08 17:00:00,2016-07-08 18:00:00,0.183,18,7,2016,8
2016-07-08 18:00:00,2016-07-08 19:00:00,0.067,19,7,2016,8
2016-07-08 19:00:00,2016-07-08 20:00:00,0.004,20,7,2016,8
2016-07-08 20:00:00,2016-07-08 21:00:00,0.0,21,7,2016,8
2016-07-08 21:00:00,2016-07-08 22:00:00,0.0,22,7,2016,8
2016-07-08 22:00:00,2016-07-08 23:00:00,0.0,23,7,2016,8
2016-07-08 23:00:00,2016-07-09 00:00:00,0.0,0,7,2016,9
2016-07-09 00:00:00,2016-07-09 01:00:00,0.0,1,7,2016,9
2016-07-09 01:00:00,2016-07-09 02:00:00,0.0,2,7,2016,9
2016-07-09 02:00:00,2016-07-09 03:00:00,0.0,3,7,2016,9
2016-07-09 03:00:00,2016-07-09 04:00:00,0.0,4,7,2016,9
2016-07-09 04:00:00,2016-07-09 05:00:00,0.0,5,7,2016,9
2016-07-09 05:00:00,2016-07-09 06:00:00,0.029,6,7,2016,9
2016-07-09 06:00:00,2016-07-09 07:00:00,0.145,7,7,2016,9
2016-07-09 07:00:00,2016-07-09 08:00:00,0.295,8,7,2016,9
2016-07-09 08:00:00,2016-07-09 09:00:00,0.437,9,7,2016,9
2016-07-09 09:00:00,2016-07-09 10:00:00,0.548,10,7,2016,9
2016-07-09 10:00:00,2016-07-09 11:00:00,0.624,11,7,2016,9
2016-07-09 11:00:00,2016-07-09 12:00:00,0.664,12,7,2016,9
2016-07-09 12:00:00,2016-07-09 13:00:00,0.667,13,7,2016,9
2016-07-09 13:00:00,2016-07-09 14:00:00,0.634,14,7,2016,9
2016-07-09 14:00:00,2016-07-09 15:00:00,0.565,15,7,2016,9
2016-07-09 15:00:00,2016-07-09 16:00:00,0.464,16,7,2016,9
2016-07-09 16:00:00,2016-07-09 17:00:00,0.332,17,7,2016,9
2016-07-09 17:00:00,2016-07-09 18:00:00,0.189,18,7,2016,9
2016-07-09 18:00:00,2016-07-09 19:00:00,0.067,19,7,2016,9
2016-07-09 19:00:00,2016-07-09 20:00:00,0.004,20,7,2016,9
2016-07-09 20:00:00,2016-07-09 21:00:00,0.0,21,7,2016,9
2016-07-09 21:00:00,2016-07-09 22:00:00,0.0,22,7,2016,9
2016-07-09 22:00:00,2016-07-09 23:00:00,0.0,23,7,2016,9
2016-07-09 23:00:00,2016-07-10 00:00:00,0.0,0,7,2016,10
2016-07-10 00:00:00,2016-07-10 01:00:00,0.0,1,7,2016,10
2016-07-10 01:00:00,2016-07-10 02:00:00,0.0,2,7,2016,10
2016-07-10 02:00:00,2016-07-10 03:00:00,0.0,3,7,2016,10
2016-07-10 03:00:00,2016-07-10 04:00:00,0.0,4,7,2016,10
2016-07-10 04:00:00,2016-07-10 05:00:00,0.0,5,7,2016,10
2016-07-10 05:00:00,2016-07-10 06:00:00,0.029,6,7,2016,10
2016-07-10 06:00:00,2016-07-10 07:00:00,0.144,7,7,2016,10
2016-07-10 07:00:00,2016-07-10 08:00:00,0.293,8,7,2016,10
2016-07-10 08:00:00,2016-07-10 09:00:00,0.434,9,7,2016,10
2016-07-10 09:00:00,2016-07-10 10:00:00,0.546,10,7,2016,10
2016-07-10 10:00:00,2016-07-10 11:00:00,0.621,11,7,2016,10
2016-07-10 11:00:00,2016-07-10 12:00:00,0.659,12,7,2016,10
2016-07-10 12:00:00,2016-07-10 13:00:00,0.66,13,7,2016,10
2016-07-10 13:00:00,2016-07-10 14:00:00,0.622,14,7,2016,10
2016-07-10 14:00:00,2016-07-10 15:00:00,0.547,15,7,2016,10
2016-07-10 15:00:00,2016-07-10 16:00:00,0.443,16,7,2016,10
2016-07-10 16:00:00,2016-07-10 17:00:00,0.312,17,7,2016,10
2016-07-10 17:00:00,2016-07-10 18:00:00,0.178,18,7,2016,10
2016-07-10 18:00:00,2016-07-10 19:00:00,0.063,19,7,2016,10
2016-07-10 19:00:00,2016-07-10 20:00:00,0.003,20,7,2016,10
2016-07-10 20:00:00,2016-07-10 21:00:00,0.0,21,7,2016,10
2016-07-10 21:00:00,2016-07-10 22:00:00,0.0,22,7,2016,10
2016-07-10 22:00:00,2016-07-10 23:00:00,0.0,23,7,2016,10
2016-07-10 23:00:00,2016-07-11 00:00:00,0.0,0,7,2016,11
2016-07-11 00:00:00,2016-07-11 01:00:00,0.0,1,7,2016,11
2016-07-11 01:00:00,2016-07-11 02:00:00,0.0,2,7,2016,11
2016-07-11 02:00:00,2016-07-11 03:00:00,0.0,3,7,2016,11
2016-07-11 03:00:00,2016-07-11 04:00:00,0.0,4,7,2016,11
2016-07-11 04:00:00,2016-07-11 05:00:00,0.0,5,7,2016,11
2016-07-11 05:00:00,2016-07-11 06:00:00,0.024,6,7,2016,11
2016-07-11 06:00:00,2016-07-11 07:00:00,0.125,7,7,2016,11
2016-07-11 07:00:00,2016-07-11 08:00:00,0.26,8,7,2016,11
2016-07-11 08:00:00,2016-07-11 09:00:00,0.394,9,7,2016,11
2016-07-11 09:00:00,2016-07-11 10:00:00,0.504,10,7,2016,11
2016-07-11 10:00:00,2016-07-11 11:00:00,0.592,11,7,2016,11
2016-07-11 11:00:00,2016-07-11 12:00:00,0.631,12,7,2016,11
2016-07-11 12:00:00,2016-07-11 13:00:00,0.632,13,7,2016,11
2016-07-11 13:00:00,2016-07-11 14:00:00,0.605,14,7,2016,11
2016-07-11 14:00:00,2016-07-11 15:00:00,0.542,15,7,2016,11
2016-07-11 15:00:00,2016-07-11 16:00:00,0.446,16,7,2016,11
2016-07-11 16:00:00,2016-07-11 17:00:00,0.325,17,7,2016,11
2016-07-11 17:00:00,2016-07-11 18:00:00,0.186,18,7,2016,11
2016-07-11 18:00:00,2016-07-11 19:00:00,0.065,19,7,2016,11
2016-07-11 19:00:00,2016-07-11 20:00:00,0.003,20,7,2016,11
2016-07-11 20:00:00,2016-07-11 21:00:00,0.0,21,7,2016,11
2016-07-11 21:00:00,2016-07-11 22:00:00,0.0,22,7,2016,11
2016-07-11 22:00:00,2016-07-11 23:00:00,0.0,23,7,2016,11
2016-07-11 23:00:00,2016-07-12 00:00:00,0.0,0,7,2016,12
2016-07-12 00:00:00,2016-07-12 01:00:00,0.0,1,7,2016,12
2016-07-12 01:00:00,2016-07-12 02:00:00,0.0,2,7,2016,12
2016-07-12 02:00:00,2016-07-12 03:00:00,0.0,3,7,2016,12
2016-07-12 03:00:00,2016-07-12 04:00:00,0.0,4,7,2016,12
2016-07-12 04:00:00,2016-07-12 05:00:00,0.0,5,7,2016,12
2016-07-12 05:00:00,2016-07-12 06:00:00,0.026,6,7,2016,12
2016-07-12 06:00:00,2016-07-12 07:00:00,0.136,7,7,2016,12
2016-07-12 07:00:00,2016-07-12 08:00:00,0.284,8,7,2016,12
2016-07-12 08:00:00,2016-07-12 09:00:00,0.421,9,7,2016,12
2016-07-12 09:00:00,2016-07-12 10:00:00,0.533,10,7,2016,12
2016-07-12 10:00:00,2016-07-12 11:00:00,0.615,11,7,2016,12
2016-07-12 11:00:00,2016-07-12 12:00:00,0.658,12,7,2016,12
2016-07-12 12:00:00,2016-07-12 13:00:00,0.667,13,7,2016,12
2016-07-12 13:00:00,2016-07-12 14:00:00,0.638,14,7,2016,12
2016-07-12 14:00:00,2016-07-12 15:00:00,0.573,15,7,2016,12
2016-07-12 15:00:00,2016-07-12 16:00:00,0.474,16,7,2016,12
2016-07-12 16:00:00,2016-07-12 17:00:00,0.342,17,7,2016,12
2016-07-12 17:00:00,2016-07-12 18:00:00,0.193,18,7,2016,12
2016-07-12 18:00:00,2016-07-12 19:00:00,0.066,19,7,2016,12
2016-07-12 19:00:00,2016-07-12 20:00:00,0.004,20,7,2016,12
2016-07-12 20:00:00,2016-07-12 21:00:00,0.0,21,7,2016,12
2016-07-12 21:00:00,2016-07-12 22:00:00,0.0,22,7,2016,12
2016-07-12 22:00:00,2016-07-12 23:00:00,0.0,23,7,2016,12
2016-07-12 23:00:00,2016-07-13 00:00:00,0.0,0,7,2016,13
2016-07-13 00:00:00,2016-07-13 01:00:00,0.0,1,7,2016,13
2016-07-13 01:00:00,2016-07-13 02:00:00,0.0,2,7,2016,13
2016-07-13 02:00:00,2016-07-13 03:00:00,0.0,3,7,2016,13
2016-07-13 03:00:00,2016-07-13 04:00:00,0.0,4,7,2016,13
2016-07-13 04:00:00,2016-07-13 05:00:00,0.0,5,7,2016,13
2016-07-13 05:00:00,2016-07-13 06:00:00,0.026,6,7,2016,13
2016-07-13 06:00:00,2016-07-13 07:00:00,0.141,7,7,2016,13
2016-07-13 07:00:00,2016-07-13 08:00:00,0.293,8,7,2016,13
2016-07-13 08:00:00,2016-07-13 09:00:00,0.443,9,7,2016,13
2016-07-13 09:00:00,2016-07-13 10:00:00,0.564,10,7,2016,13
2016-07-13 10:00:00,2016-07-13 11:00:00,0.648,11,7,2016,13
2016-07-13 11:00:00,2016-07-13 12:00:00,0.693,12,7,2016,13
2016-07-13 12:00:00,2016-07-13 13:00:00,0.696,13,7,2016,13
2016-07-13 13:00:00,2016-07-13 14:00:00,0.663,14,7,2016,13
2016-07-13 14:00:00,2016-07-13 15:00:00,0.594,15,7,2016,13
2016-07-13 15:00:00,2016-07-13 16:00:00,0.492,16,7,2016,13
2016-07-13 16:00:00,2016-07-13 17:00:00,0.355,17,7,2016,13
2016-07-13 17:00:00,2016-07-13 18:00:00,0.202,18,7,2016,13
2016-07-13 18:00:00,2016-07-13 19:00:00,0.069,19,7,2016,13
2016-07-13 19:00:00,2016-07-13 20:00:00,0.004,20,7,2016,13
2016-07-13 20:00:00,2016-07-13 21:00:00,0.0,21,7,2016,13
2016-07-13 21:00:00,2016-07-13 22:00:00,0.0,22,7,2016,13
2016-07-13 22:00:00,2016-07-13 23:00:00,0.0,23,7,2016,13
2016-07-13 23:00:00,2016-07-14 00:00:00,0.0,0,7,2016,14
2016-07-14 00:00:00,2016-07-14 01:00:00,0.0,1,7,2016,14
2016-07-14 01:00:00,2016-07-14 02:00:00,0.0,2,7,2016,14
2016-07-14 02:00:00,2016-07-14 03:00:00,0.0,3,7,2016,14
2016-07-14 03:00:00,2016-07-14 04:00:00,0.0,4,7,2016,14
2016-07-14 04:00:00,2016-07-14 05:00:00,0.0,5,7,2016,14
2016-07-14 05:00:00,2016-07-14 06:00:00,0.026,6,7,2016,14
2016-07-14 06:00:00,2016-07-14 07:00:00,0.141,7,7,2016,14
2016-07-14 07:00:00,2016-07-14 08:00:00,0.3,8,7,2016,14
2016-07-14 08:00:00,2016-07-14 09:00:00,0.45,9,7,2016,14
2016-07-14 09:00:00,2016-07-14 10:00:00,0.567,10,7,2016,14
2016-07-14 10:00:00,2016-07-14 11:00:00,0.647,11,7,2016,14
2016-07-14 11:00:00,2016-07-14 12:00:00,0.691,12,7,2016,14
2016-07-14 12:00:00,2016-07-14 13:00:00,0.697,13,7,2016,14
2016-07-14 13:00:00,2016-07-14 14:00:00,0.665,14,7,2016,14
2016-07-14 14:00:00,2016-07-14 15:00:00,0.596,15,7,2016,14
2016-07-14 15:00:00,2016-07-14 16:00:00,0.492,16,7,2016,14
2016-07-14 16:00:00,2016-07-14 17:00:00,0.356,17,7,2016,14
2016-07-14 17:00:00,2016-07-14 18:00:00,0.204,18,7,2016,14
2016-07-14 18:00:00,2016-07-14 19:00:00,0.072,19,7,2016,14
2016-07-14 19:00:00,2016-07-14 20:00:00,0.004,20,7,2016,14
2016-07-14 20:00:00,2016-07-14 21:00:00,0.0,21,7,2016,14
2016-07-14 21:00:00,2016-07-14 22:00:00,0.0,22,7,2016,14
2016-07-14 22:00:00,2016-07-14 23:00:00,0.0,23,7,2016,14
2016-07-14 23:00:00,2016-07-15 00:00:00,0.0,0,7,2016,15
2016-07-15 00:00:00,2016-07-15 01:00:00,0.0,1,7,2016,15
2016-07-15 01:00:00,2016-07-15 02:00:00,0.0,2,7,2016,15
2016-07-15 02:00:00,2016-07-15 03:00:00,0.0,3,7,2016,15
2016-07-15 03:00:00,2016-07-15 04:00:00,0.0,4,7,2016,15
2016-07-15 04:00:00,2016-07-15 05:00:00,0.0,5,7,2016,15
2016-07-15 05:00:00,2016-07-15 06:00:00,0.029,6,7,2016,15
2016-07-15 06:00:00,2016-07-15 07:00:00,0.151,7,7,2016,15
2016-07-15 07:00:00,2016-07-15 08:00:00,0.31,8,7,2016,15
2016-07-15 08:00:00,2016-07-15 09:00:00,0.46,9,7,2016,15
2016-07-15 09:00:00,2016-07-15 10:00:00,0.577,10,7,2016,15
2016-07-15 10:00:00,2016-07-15 11:00:00,0.658,11,7,2016,15
2016-07-15 11:00:00,2016-07-15 12:00:00,0.699,12,7,2016,15
2016-07-15 12:00:00,2016-07-15 13:00:00,0.702,13,7,2016,15
2016-07-15 13:00:00,2016-07-15 14:00:00,0.67,14,7,2016,15
2016-07-15 14:00:00,2016-07-15 15:00:00,0.601,15,7,2016,15
2016-07-15 15:00:00,2016-07-15 16:00:00,0.496,16,7,2016,15
2016-07-15 16:00:00,2016-07-15 17:00:00,0.36,17,7,2016,15
2016-07-15 17:00:00,2016-07-15 18:00:00,0.207,18,7,2016,15
2016-07-15 18:00:00,2016-07-15 19:00:00,0.073,19,7,2016,15
2016-07-15 19:00:00,2016-07-15 20:00:00,0.004,20,7,2016,15
2016-07-15 20:00:00,2016-07-15 21:00:00,0.0,21,7,2016,15
2016-07-15 21:00:00,2016-07-15 22:00:00,0.0,22,7,2016,15
2016-07-15 22:00:00,2016-07-15 23:00:00,0.0,23,7,2016,15
2016-07-15 23:00:00,2016-07-16 00:00:00,0.0,0,7,2016,16
2016-07-16 00:00:00,2016-07-16 01:00:00,0.0,1,7,2016,16
2016-07-16 01:00:00,2016-07-16 02:00:00,0.0,2,7,2016,16
2016-07-16 02:00:00,2016-07-16 03:00:00,0.0,3,7,2016,16
2016-07-16 03:00:00,2016-07-16 04:00:00,0.0,4,7,2016,16
2016-07-16 04:00:00,2016-07-16 05:00:00,0.0,5,7,2016,16
2016-07-16 05:00:00,2016-07-16 06:00:00,0.03,6,7,2016,16
2016-07-16 06:00:00,2016-07-16 07:00:00,0.149,7,7,2016,16
2016-07-16 07:00:00,2016-07-16 08:00:00,0.307,8,7,2016,16
2016-07-16 08:00:00,2016-07-16 09:00:00,0.454,9,7,2016,16
2016-07-16 09:00:00,2016-07-16 10:00:00,0.57,10,7,2016,16
2016-07-16 10:00:00,2016-07-16 11:00:00,0.649,11,7,2016,16
2016-07-16 11:00:00,2016-07-16 12:00:00,0.689,12,7,2016,16
2016-07-16 12:00:00,2016-07-16 13:00:00,0.692,13,7,2016,16
2016-07-16 13:00:00,2016-07-16 14:00:00,0.659,14,7,2016,16
2016-07-16 14:00:00,2016-07-16 15:00:00,0.591,15,7,2016,16
2016-07-16 15:00:00,2016-07-16 16:00:00,0.488,16,7,2016,16
2016-07-16 16:00:00,2016-07-16 17:00:00,0.353,17,7,2016,16
2016-07-16 17:00:00,2016-07-16 18:00:00,0.202,18,7,2016,16
2016-07-16 18:00:00,2016-07-16 19:00:00,0.07,19,7,2016,16
2016-07-16 19:00:00,2016-07-16 20:00:00,0.004,20,7,2016,16
2016-07-16 20:00:00,2016-07-16 21:00:00,0.0,21,7,2016,16
2016-07-16 21:00:00,2016-07-16 22:00:00,0.0,22,7,2016,16
2016-07-16 22:00:00,2016-07-16 23:00:00,0.0,23,7,2016,16
2016-07-16 23:00:00,2016-07-17 00:00:00,0.0,0,7,2016,17
2016-07-17 00:00:00,2016-07-17 01:00:00,0.0,1,7,2016,17
2016-07-17 01:00:00,2016-07-17 02:00:00,0.0,2,7,2016,17
2016-07-17 02:00:00,2016-07-17 03:00:00,0.0,3,7,2016,17
2016-07-17 03:00:00,2016-07-17 04:00:00,0.0,4,7,2016,17
2016-07-17 04:00:00,2016-07-17 05:00:00,0.0,5,7,2016,17
2016-07-17 05:00:00,2016-07-17 06:00:00,0.029,6,7,2016,17
2016-07-17 06:00:00,2016-07-17 07:00:00,0.147,7,7,2016,17
2016-07-17 07:00:00,2016-07-17 08:00:00,0.302,8,7,2016,17
2016-07-17 08:00:00,2016-07-17 09:00:00,0.447,9,7,2016,17
2016-07-17 09:00:00,2016-07-17 10:00:00,0.561,10,7,2016,17
2016-07-17 10:00:00,2016-07-17 11:00:00,0.638,11,7,2016,17
2016-07-17 11:00:00,2016-07-17 12:00:00,0.678,12,7,2016,17
2016-07-17 12:00:00,2016-07-17 13:00:00,0.682,13,7,2016,17
2016-07-17 13:00:00,2016-07-17 14:00:00,0.65,14,7,2016,17
2016-07-17 14:00:00,2016-07-17 15:00:00,0.584,15,7,2016,17
2016-07-17 15:00:00,2016-07-17 16:00:00,0.48,16,7,2016,17
2016-07-17 16:00:00,2016-07-17 17:00:00,0.347,17,7,2016,17
2016-07-17 17:00:00,2016-07-17 18:00:00,0.197,18,7,2016,17
2016-07-17 18:00:00,2016-07-17 19:00:00,0.067,19,7,2016,17
2016-07-17 19:00:00,2016-07-17 20:00:00,0.003,20,7,2016,17
2016-07-17 20:00:00,2016-07-17 21:00:00,0.0,21,7,2016,17
2016-07-17 21:00:00,2016-07-17 22:00:00,0.0,22,7,2016,17
2016-07-17 22:00:00,2016-07-17 23:00:00,0.0,23,7,2016,17
2016-07-17 23:00:00,2016-07-18 00:00:00,0.0,0,7,2016,18
2016-07-18 00:00:00,2016-07-18 01:00:00,0.0,1,7,2016,18
2016-07-18 01:00:00,2016-07-18 02:00:00,0.0,2,7,2016,18
2016-07-18 02:00:00,2016-07-18 03:00:00,0.0,3,7,2016,18
2016-07-18 03:00:00,2016-07-18 04:00:00,0.0,4,7,2016,18
2016-07-18 04:00:00,2016-07-18 05:00:00,0.0,5,7,2016,18
2016-07-18 05:00:00,2016-07-18 06:00:00,0.027,6,7,2016,18
2016-07-18 06:00:00,2016-07-18 07:00:00,0.143,7,7,2016,18
2016-07-18 07:00:00,2016-07-18 08:00:00,0.296,8,7,2016,18
2016-07-18 08:00:00,2016-07-18 09:00:00,0.441,9,7,2016,18
2016-07-18 09:00:00,2016-07-18 10:00:00,0.553,10,7,2016,18
2016-07-18 10:00:00,2016-07-18 11:00:00,0.63,11,7,2016,18
2016-07-18 11:00:00,2016-07-18 12:00:00,0.67,12,7,2016,18
2016-07-18 12:00:00,2016-07-18 13:00:00,0.675,13,7,2016,18
2016-07-18 13:00:00,2016-07-18 14:00:00,0.644,14,7,2016,18
2016-07-18 14:00:00,2016-07-18 15:00:00,0.576,15,7,2016,18
2016-07-18 15:00:00,2016-07-18 16:00:00,0.474,16,7,2016,18
2016-07-18 16:00:00,2016-07-18 17:00:00,0.341,17,7,2016,18
2016-07-18 17:00:00,2016-07-18 18:00:00,0.193,18,7,2016,18
2016-07-18 18:00:00,2016-07-18 19:00:00,0.065,19,7,2016,18
2016-07-18 19:00:00,2016-07-18 20:00:00,0.002,20,7,2016,18
2016-07-18 20:00:00,2016-07-18 21:00:00,0.0,21,7,2016,18
2016-07-18 21:00:00,2016-07-18 22:00:00,0.0,22,7,2016,18
2016-07-18 22:00:00,2016-07-18 23:00:00,0.0,23,7,2016,18
2016-07-18 23:00:00,2016-07-19 00:00:00,0.0,0,7,2016,19
2016-07-19 00:00:00,2016-07-19 01:00:00,0.0,1,7,2016,19
2016-07-19 01:00:00,2016-07-19 02:00:00,0.0,2,7,2016,19
2016-07-19 02:00:00,2016-07-19 03:00:00,0.0,3,7,2016,19
2016-07-19 03:00:00,2016-07-19 04:00:00,0.0,4,7,2016,19
2016-07-19 04:00:00,2016-07-19 05:00:00,0.0,5,7,2016,19
2016-07-19 05:00:00,2016-07-19 06:00:00,0.024,6,7,2016,19
2016-07-19 06:00:00,2016-07-19 07:00:00,0.133,7,7,2016,19
2016-07-19 07:00:00,2016-07-19 08:00:00,0.284,8,7,2016,19
2016-07-19 08:00:00,2016-07-19 09:00:00,0.427,9,7,2016,19
2016-07-19 09:00:00,2016-07-19 10:00:00,0.541,10,7,2016,19
2016-07-19 10:00:00,2016-07-19 11:00:00,0.617,11,7,2016,19
2016-07-19 11:00:00,2016-07-19 12:00:00,0.656,12,7,2016,19
2016-07-19 12:00:00,2016-07-19 13:00:00,0.663,13,7,2016,19
2016-07-19 13:00:00,2016-07-19 14:00:00,0.629,14,7,2016,19
2016-07-19 14:00:00,2016-07-19 15:00:00,0.557,15,7,2016,19
2016-07-19 15:00:00,2016-07-19 16:00:00,0.451,16,7,2016,19
2016-07-19 16:00:00,2016-07-19 17:00:00,0.318,17,7,2016,19
2016-07-19 17:00:00,2016-07-19 18:00:00,0.176,18,7,2016,19
2016-07-19 18:00:00,2016-07-19 19:00:00,0.057,19,7,2016,19
2016-07-19 19:00:00,2016-07-19 20:00:00,0.002,20,7,2016,19
2016-07-19 20:00:00,2016-07-19 21:00:00,0.0,21,7,2016,19
2016-07-19 21:00:00,2016-07-19 22:00:00,0.0,22,7,2016,19
2016-07-19 22:00:00,2016-07-19 23:00:00,0.0,23,7,2016,19
2016-07-19 23:00:00,2016-07-20 00:00:00,0.0,0,7,2016,20
2016-07-20 00:00:00,2016-07-20 01:00:00,0.0,1,7,2016,20
2016-07-20 01:00:00,2016-07-20 02:00:00,0.0,2,7,2016,20
2016-07-20 02:00:00,2016-07-20 03:00:00,0.0,3,7,2016,20
2016-07-20 03:00:00,2016-07-20 04:00:00,0.0,4,7,2016,20
2016-07-20 04:00:00,2016-07-20 05:00:00,0.0,5,7,2016,20
2016-07-20 05:00:00,2016-07-20 06:00:00,0.016,6,7,2016,20
2016-07-20 06:00:00,2016-07-20 07:00:00,0.101,7,7,2016,20
2016-07-20 07:00:00,2016-07-20 08:00:00,0.221,8,7,2016,20
2016-07-20 08:00:00,2016-07-20 09:00:00,0.343,9,7,2016,20
2016-07-20 09:00:00,2016-07-20 10:00:00,0.44,10,7,2016,20
